NM_CANDIDATO,Partido,NM_UE,Estado,total
GERMANO DE AZEVEDO TARGINO,REPUBLICANOS,NOVA CRUZ,RN,277877.74
ANA PAULA DE SOUZA LIMA,PT,BLUMENAU,SC,276298.01
JANIO NATAL ANDRADE BORGES,PL,PORTO SEGURO,BA,276048.5
PAULO CEZAR KRAUSPENHAR,PL,POSSE,GO,275997.7
DANIEL LUIZ BORDIGNON,PT,GRAVATAÍ,RS,275288.94
LEANDRO FELIX PEREIRA,UNIÃO,NOVA MUTUM,MT,274153.0
GLEIVISON HENRIQUE COSTA GASPAR,PP,SÃO SEBASTIÃO,SP,271713.69
FÁBIO MARINHO DOS SANTOS,PL,TEÓFILO OTONI,MG,271478.3
ALBERT HENRIQUE NEVES,MDB,LIMEIRA,SP,269373.0
FLAVIA COMITTE DO NASCIMENTO,PL,UBATUBA,SP,269361.48
MARCELO DE LIMA FERNANDES,PODE,SÃO BERNARDO DO CAMPO,SP,268000.0
FABIO MARCONDES,REPUBLICANOS,LORENA,SP,267812.46
JOSÉ CARLOS PORTO NETO,REPUBLICANOS,PARATY,RJ,264964.39
WILLIAN DE SOUZA ROSA,PT,SUMARÉ,SP,264612.05
EDUARDO FRECCIA,PL,PALHOÇA,SC,264406.0
ORLANDO DESCONSI,PT,SANTA ROSA,RS,263772.33
RODRIGO SALVADORI,PP,CAMPO MOURÃO,PR,263555.0
EDGAR BUENO,PSDB,CASCAVEL,PR,263297.28
JONES DONIZETTE SOBRINHO,REPUBLICANOS,ITAPECERICA DA SERRA,SP,263156.7
DILMARA AMARAL SILVA,PRD,LIMOEIRO DO NORTE,CE,263042.8
MISAIAS DA SILVA MACHADO,REPUBLICANOS,RIO DAS OSTRAS,RJ,260336.55000000002
JOSÉ MARCIONILO DE BARROS LINS NETO,PP,CURRAIS NOVOS,RN,258630.6
MARIA DIVANIZE ALVES DE OLIVEIRA,PSD,BARAÚNA,RN,256947.66
CUSTÓDIO TAVARES DIAS NETO,MDB,INDAIATUBA,SP,256850.6
ELIZABETH SILVEIRA SCHMIDT,UNIÃO,PONTA GROSSA,PR,255530.0
PEDRO ALEXANDRE MEDEIROS DE SOUZA,MDB,SÃO BENTO DO UNA,PE,254667.8
LUIZ CARLOS COUTINHO,PP,ARACRUZ,ES,253258.0
CARLOS ALVES DOS SANTOS,PL,NOVO GAMA,GO,252235.44
ENRIC JUVENAL DA COSTA LAURIANO,PL,XINGUARA,PA,252130.0
ITONIR APARECIDO TAVARES,MDB,JACUNDÁ,PA,251510.93
DÉBORA REGIS DOS SANTOS FILHA,UNIÃO,LAURO DE FREITAS,BA,251296.5
ANDERSON FARIAS FERREIRA,PSD,SÃO JOSÉ DOS CAMPOS,SP,251258.8
LUIS EDUARDO PIMENTEL SOARES,REPUBLICANOS,ASSÚ,RN,250770.45
VALDECIR DIAS DA SILVA,PL,SÃO JOÃO DE MERITI,RJ,250518.86
CLÁUDIO DE LIMA SÍRIO,MDB,ANGRA DOS REIS,RJ,248709.9
VINICIUS ALMEIDA CAMARINHA,PSDB,MARÍLIA,SP,247523.96
JOSEMIRA RAIMUNDA DINIZ GADELHA,MDB,CANAÃ DOS CARAJÁS,PA,246777.96
RUBENS MAGELA DA SILVA,CIDADANIA,ARAXÁ,MG,246231.87
ANTÔNIO ROSALVO BATISTA NETO,PT,LAURO DE FREITAS,BA,244618.0
JOSÉ BARTOLOMEU DE ALMEIDA MELO JUNIOR,PP,PALMARES,PE,244437.49
ORVINO COELHO DE ÁVILA,PSD,SÃO JOSÉ,SC,242925.2
MARCELO BORGES DA SILVA,UNIÃO,BARRA MANSA,RJ,242465.96
CHRISTIAN ELIZANDRO SOUZA COSTA,PL,CONGONHAS,MG,242295.0
RENATO COZZOLINO HARB,PP,MAGÉ,RJ,242155.0
ANDRE BARRETO ESMERALDO,PT,CRATO,CE,240957.3
MARCUS VINICIUS VALE LIMA,MDB,BARREIRINHAS,MA,240363.86
JEFERSON MODESTO SILVA,PL,ITAPEVA,SP,239836.8
MARINALDO ALEXANDRE DA SILVA,PDT,GRAJAÚ,MA,239706.5
ALINE AGUIAR ALBUQUERQUE,REPUBLICANOS,MASSAPÊ,CE,239241.03
OTAVIO RODRIGUES PIRES NETO,PODE,ÁGUAS LINDAS DE GOIÁS,GO,239087.99
AVENOR ESMENIO BIM,PSD,FERNANDÓPOLIS,SP,238397.4
FRANCISCO FERREIRA MENDES JUNIOR,UNIÃO,DIAMANTINO,MT,238130.0
GEORGE KALLEY BERNARDES,PSB,CAMPINÁPOLIS,MT,237822.32
LUIZ ANTÔNIO FURLANI FILHO,PL,BARRA MANSA,RJ,237046.66
ALESSANDRA SILVA RIBEIRO,PRD,IPATINGA,MG,236275.0
ELMO ALUIZIO VIEIRA NASCIMENTO,UNIÃO,CAMPO FORMOSO,BA,236031.61
ROBERTA CARDOSO BARBOSA DE ALMEIDA,PODE,ARACATI,CE,235035.0
LUCIANO CARTAXO PIRES DE SÁ,PT,JOÃO PESSOA,PB,234524.62
WELLINGTON RODRIGO FERNANDES,MDB,PATROCÍNIO,MG,234476.62
FRANCISCO VICTOR RAMOS COELHO,REPUBLICANOS,OURICURI,PE,233470.49
JULIANA JABER QUEIROZ,MDB,BOM DESPACHO,MG,232902.85
ANTONIO LUIZ BENDO,PP,SANTA TEREZINHA DE ITAIPU,PR,231808.53
JOVENILIA ALVES DE OLIVEIRA MONTEIRO,PT,PIRIPIRI,PI,231638.38
IRAN SILVA COURI,PT,VISCONDE DO RIO BRANCO,MG,231588.25
ORLANDO PEIXOTO PEREIRA FILHO,PT,CRUZ DAS ALMAS,BA,231297.5
RAUL APARECIDO GONÇALVES PAULA,PODE,BAURU,SP,231276.3
MICHELE CARIELLO DE SÁ QUEIROZ ROCHA,PP,BEBERIBE,CE,230048.75
MARCELO BELTRAO SIQUEIRA,PP,CORURIPE,AL,229750.0
ROSIANE MODESTO DE OLIVEIRA,UNIÃO,CAMPO GRANDE,MS,228953.9
PAULO ALFREDO POLIS,MDB,ERECHIM,RS,228699.81
ABELARDO RODRIGUES NETO,UNIÃO,ALTO DO RODRIGUES,RN,227136.6
YAGO FELIPE FERREIRA RAPOSO,PSD,ITARARÉ,SP,226780.0
CLÉBIO LOPES PEREIRA,UNIÃO,NOVA IGUAÇU,RJ,226522.1
MARCELO PEPE DOS SANTOS,PSB,GUARUJÁ,SP,226094.0
HELDER LUIZ LAZAROTTO,PSD,COLOMBO,PR,225957.5
JOSEANE DA SILVA GUIMARÃES DO NASCIMENTO,AVANTE,RIO REAL,BA,225600.0
HELDER MOREIRA ABRANTES DE CARVALHO,PSB,SOUSA,PB,225402.65000000002
FRANCISCO JARDEL SOUSA PINHO,PSB,CANINDÉ,CE,223918.91999999998
VITOR NICOLIELO,PL,PEDERNEIRAS,SP,223530.0
MARCO ANTONIO LAGE,PSB,ITABIRA,MG,223210.0
MARCO AURÉLIO GOMES DOS SANTOS,PL,ITANHAÉM,SP,222596.99
JOSE MENDES DE SOUZA NETO BOTA,UNIÃO,CARAGUATATUBA,SP,221592.7
RITA RODRIGUES RAFAEL,PSB,SERTÂNIA,PE,221438.0
OSMAR ANÍBAL TEIXEIRA JÚNIOR,PSD,ITAJAÍ,SC,221345.28999999998
MARINA PEREIRA DA ROCHA FERNANDEZ,AGIR,GUAPIMIRIM,RJ,220744.0
ADRIANO ARAÇÃO BRANDES,PRD,BARRA DO CORDA,MA,220453.25
DAVID HILARIO NETO,PP,JAGUARIÚNA,SP,218426.96
ILDO DA SILVA GUSMÃO,REPUBLICANOS,FRANCISCO MORATO,SP,218028.1
MARCIUS BELTRÃO SIQUEIRA,PDT,PENEDO,AL,218007.5
CELSO LOPES CARDOSO,UNIÃO,TUCUMÃ,PA,216111.0
JULIO CESAR DO EGITO,UNIÃO,MEDICILÂNDIA,PA,216090.0
LUCAS DE CARVALHO ANTONIETTI,UNIÃO,ÁGUAS LINDAS DE GOIÁS,GO,215824.62
GLAUCIA APARECIDA FERNANDES DE MELO,PSDB,PORANGATU,GO,215570.0
EDUARDO DADE SALLUM,PT,TATUÍ,SP,214261.25
JOSE DE ALMEIDA CORDEIRO,PSDB,SÃO BENTO DO UNA,PE,213840.0
VILSON SARTORI,PSDB,JOAÇABA,SC,213180.09
SANDRO DE JESUS DOS SANTOS,PT,CRISTINÁPOLIS,SE,213039.94
DENERVAL GERMANO DA CRUZ,PSDB,TAIOBEIRAS,MG,213019.1
SIMONE CRISTINA SILVA FERREIRA,PL,PASSOS,MG,212653.21
MARINA HELENA CUNHA PEREIRA SANTOS,NOVO,SÃO PAULO,SP,212500.0
LUIZ GOULARTE ALVES,SOLIDARIEDADE,CURITIBA,PR,211723.0
LIDIANE MARQUES DA COSTA,UNIÃO,TIBAU,RN,210922.09
PAULO CESAR DE OLIVEIRA LIMA,PSB,PRESIDENTE PRUDENTE,SP,210160.0
EDUARDO REINA GOMES DE OLIVEIRA,PP,NOVA IGUAÇU,RJ,210000.0
JOSÉ RENATO OGAWA RODRIGUES,PP,BARCARENA,PA,209300.0
MARCELO ANTONIO CARTAXO QUEIROGA LOPES,PL,JOÃO PESSOA,PB,209297.0
ANA PAULA BARBOSA OLIVEIRA MORATO,PSB,MONTEIRO,PB,208687.84
JEOVÁ GONÇALVES DE ANDRADE,PL,CANAÃ DOS CARAJÁS,PA,208402.52
MANOEL MEDICI DE SOUSA,PP,CAMPO DO BRITO,SE,207895.6
AMOM MANDEL LINS FILHO,CIDADANIA,MANAUS,AM,207709.0
MIRTES ENI LEITZKE GROTTA,NOVO,SINOP,MT,206649.0
MARCELO HELENO VILARES,UNIÃO,BERTIOGA,SP,202369.0
GERALDO ALENCAR GONÇALVES,MDB,JARDIM,MS,202360.83000000002
ODILEIDA MARIA DE SOUSA SAMPAIO,AVANTE,ALTAMIRA,PA,201256.1
ELIO DA MATA SANTOS,CIDADANIA,ITABIRITO,MG,200799.05
KLINGER QUIRINO SANTOS,MDB,SÃO BRÁS,AL,200672.15
ROBSON CANTU,PSD,PATO BRANCO,PR,200439.18
GENIVAL DEOLINO SOUZA,PSDB,SANTO ANTÔNIO DE JESUS,BA,199159.54
RAFAEL RAMTHUN,PL,POMERODE,SC,198675.0
JOAQUIM FERNANDES DE OLIVEIRA NETO,PSB,MAMANGUAPE,PB,198459.0
SIVALDO RODRIGUES ALBINO,PSB,GARANHUNS,PE,198032.0
GLEYDSON RESENDE DA SILVA,UNIÃO,BARÃO DE GRAJAÚ,MA,197695.29
PAULO VINICIUS LIMA DA SILVA,PRD,TIMBIRAS,MA,196386.9
RICARDO SEVILHA MUSTAFA,PL,MARÍLIA,SP,195707.82
RAFFAELLO FRASCATI,PSB,CAMBARÁ,PR,195630.0
ALEXANDRE AUGUSTO FERREIRA,MDB,FRANCA,SP,195182.8
JANAINA MARIA DE OLIVEIRA SANTOS,UNIÃO,LAGOA DE PEDRAS,RN,195002.3
MARIA APARECIDA MARASCO TOMAZINI,UNIÃO,PIRES DO RIO,GO,193927.0
JOSÉ ANTÔNIO AZEVEDO LEÃO,MDB,BREVES,PA,193228.36
MAURO LUIZ BATISTA,PSDB,AQUIDAUANA,MS,193112.0
ANTONIO CAYRES DE ALMEIDA,REPUBLICANOS,AUGUSTINÓPOLIS,TO,193000.0
LUIS SABINO DA COSTA NETO,MDB,APODI,RN,192359.0
CHRISTIANO SOUTO PUPPI,PP,CAMPO LARGO,PR,192164.0
HALLEY LINO DE SOUZA,PT,RIO GRANDE,RS,191962.05
JULIANA MACIEL HOPPE,PL,CANOINHAS,SC,191246.38999999998
ANDRE LUIS ALMEIDA COUTINHO,AVANTE,CABEDELO,PB,191097.57
MARCELO PASSOS DE ARAUJO,UNIÃO,CONCEIÇÃO DO COITÉ,BA,190300.0
EMANUELLY CARVALHO HORA,PL,TOBIAS BARRETO,SE,190118.0
RENATO MARTINS ARAUJO,PL,TIMÓTEO,MG,189834.34
LAERCIO JOSÉ RIBEIRO,PT,JOÃO MONLEVADE,MG,189654.81
PRISCILA CONCEIÇÃO GAMBALE VIEIRA MATOS,PODE,FERRAZ DE VASCONCELOS,SP,189617.74
PAULO RICARDO DRUMM,UNIÃO,SÃO MIGUEL DO OESTE,SC,188971.9
JEVERSON LUIZ DE LIMA,MDB,JARU,RO,188265.39
MARIO CASALE NETO,NOVO,SÃO CARLOS,SP,188182.55
ROSSINE BLESMANY DOS SANTOS CORDEIRO,PODE,PESQUEIRA,PE,187996.76
ROGÉRIO CAVALIN,MDB,ITUPEVA,SP,187789.0
LORENA RODRIGUES DE OLIVEIRA,SOLIDARIEDADE,FRANCO DA ROCHA,SP,186738.81
WAGNE COSTA MACHADO,MDB,ELDORADO DOS CARAJÁS,PA,186172.67
LUIS CARLOS DA SILVA,PSD,TRÊS PONTAS,MG,185636.03
ROSELIA MARIA DOS ANJOS E SILVA,PSB,SURUBIM,PE,185481.6
EDUARDO MALHEIRO RIBEIRO FORTES,PSD,GURUPI,TO,185201.3
MARIO DE OLIVEIRA TRICANO,PP,TERESÓPOLIS,RJ,185060.0
BEATRIZ SOARES GOMES LEITE,PSDB,SÃO PEDRO DA ALDEIA,RJ,185010.2
JOSÉ FRANÇA SOARES NETO,REPUBLICANOS,MACAÍBA,RN,184907.8
RICARDO ALBERTO PEREIRA PIORINO,PL,PINDAMONHANGABA,SP,184345.0
DANIEL VIEIRA RAMOS JUNIOR,PL,BOM JESUS DE GOIÁS,GO,184224.7
LEONARDO NUNES RÊGO,PP,PAU DOS FERROS,RN,184058.77
ALESSANDRA XAVIER DA ROCHA VIEIRA,PL,SANTA CRUZ DO CAPIBARIBE,PE,183796.0
VANESSA VALERIO DE ALMEIDA SILVA,REPUBLICANOS,ITAPEVA,SP,183369.61
EUNILDO ZANCHIM,PP,SARANDI,PR,182445.75
DIEGO GINDIM FEITOSA,MDB,MISSÃO VELHA,CE,182340.5
ACRISIO ALVES PEREIRA,REPUBLICANOS,MONTE ALEGRE DE SERGIPE,SE,181972.5
JUSCELINO RABELO MOURÃO JÚNIOR,PL,CUTIAS,AP,181400.0
HERCULANO CASTILHO PASSOS JUNIOR,REPUBLICANOS,ITU,SP,181315.49
ANTONIO LUIZ COLUCCI,PL,ILHABELA,SP,181146.93
FARDI SAID MADI,PODE,GUARUJÁ,SP,180899.75
CLAUDENILDO ALENCAR NOBREGA,REPUBLICANOS,POMBAL,PB,179869.0
MAURICIO BRAGA MESQUITA,UNIÃO,RIO DAS OSTRAS,RJ,179863.16
OCIMAR POLLI,PL,ITUPEVA,SP,179805.08000000002
LEANDRO MARCIANO HORLLE,PP,IGREJINHA,RS,179510.96
KAREN PRISCILA ROCHA ANTUNES SANTOS,PSB,TANGARÁ DA SERRA,MT,179249.77
JOTA JUNIOR GONÇALVES,PSD,ADUSTINA,BA,178717.19
DIRCEU TEN CATEN PIES,PT,MARABÁ,PA,178465.0
MARCIA CONRADO DE LORENA E SA ARAUJO,PT,SERRA TALHADA,PE,178316.0
ROBERTO JAIRO TORRES,AVANTE,BOCAIÚVA,MG,176855.7
ANTONIO DE DEUS LOPES,UNIÃO,CONCEIÇÃO DA BARRA,ES,176507.16999999998
ANTONIO BITENCOURT,PODE,MARATAÍZES,ES,176388.17
EDUARDO HONÓRIO CARNEIRO,UNIÃO,GOIANA,PE,176050.0
RODRIGO FALSETTI,PSD,MOGI GUAÇU,SP,175740.0
GILMAR REINOLDO WENTZ,PRD,QUERÊNCIA,MT,175242.95
PAULO CELSO COLA PEREIRA,CIDADANIA,PIÚMA,ES,173918.65
VAGNER COSTA DA CUNHA,PP,MOITA BONITA,SE,173734.25
ANDRÉ GRAÇA SANTOS,PSD,ESTÂNCIA,SE,172468.11
NAIARA LIMA SOUZA,PSDB,NANUQUE,MG,172187.3
ROSANGELA SILVA DOS SANTOS,PT,EMBU DAS ARTES,SP,171804.11
PEDRO GILSON DIAS DE ARAUJO,REPUBLICANOS,AREIA BRANCA,RN,171763.27000000002
FRANCISCO MENDES CAMPOS,PSB,CAJAZEIRAS,PB,171658.75
MAGDALA FURTADO,PV,CABO FRIO,RJ,171094.0
GUILHERME SAMPAIO SARAIVA,PT,BARBALHA,CE,170704.7
JEOVAN FARIA,REPUBLICANOS,CAMPINÁPOLIS,MT,170658.9
KELSON SOUZA VILARINHO,UNIÃO,CAÇU,GO,169678.61
JOSE PAULO DANTAS SILVA NETO,UNIÃO,TURILÂNDIA,MA,169605.0
JOBSON LUÍS MELO DE NEGREIROS,UNIÃO,TAQUARITINGA DO NORTE,PE,168820.0
GENI PEREIRA LOBO PESIN,PP,DRACENA,SP,168816.68
DANIEL SIQUEIRA NEVES,PSD,JACUNDÁ,PA,168343.2
SERGIO LUIZ COSTA AZEVEDO FILHO,PL,CABO FRIO,RJ,168022.5
MILTON TEODORO IRIAS JUNIOR,AVANTE,PONTE NOVA,MG,167570.0
NIURA SANDRA DEMARCHI DOS SANTOS,PP,JARAGUÁ DO SUL,SC,167049.1
REBEKA DA SILVA MAIA,PL,ESTÂNCIA,SE,166750.0
LAYS MARQUES DE LIMA CEZIMBRA DE ASSIS,PP,MÃE DO RIO,PA,166240.0
ARTUR RODRIGUES DO VALE COSTA,UNIÃO,GOVERNADOR DIX-SEPT ROSADO,RN,165977.96
MARIA BETIVANIA LIMA DA SILVA,PDT,ARACI,BA,165620.0
ANA CAROLINA SPONZA BRAGA,NOVO,RIO DE JANEIRO,RJ,165068.34
VIVIANE BARBOSA PENA,PSD,NOVO CRUZEIRO,MG,165000.0
ANNA KARINA GOUVEIA PAIVA,PP,RIBEIRÃO,PE,164900.0
FERNANDO AUGUSTO ALVES DE ANDRADE,PSD,BOM DESPACHO,MG,164300.96
HÉLIO JOSÉ LOPES,PSDB,ANÁPOLIS,GO,164277.2
LUIZ GONZAGA ALBUQUERQUE DE BARROS LIMA,PT,QUIPAPÁ,PE,164014.79
ANA CLAUDIA DA SILVEIRA QUEGE,MDB,TRÊS BARRAS,SC,163641.45
WILAMIR DOMINGOS CAVASSINI,PL,ABELARDO LUZ,SC,163542.0
MARCIO VINICIUS GONÇALVES,PODE,ROLÂNDIA,PR,163170.77
JOSÉ ANTÔNIO DE MENEZES SOUSA,UNIÃO,MACAU,RN,163045.51
FRANCISCA FELISBELA DE BARROS,PDT,DOURADOS,MS,163000.0
JOSE MARCOS CALDERAN,PSDB,MARACAJU,MS,162687.72
VIVIANE PEIXOTO DE SANTANA,PL,AMARGOSA,BA,162621.8
CRISTIAN ALVES DE GODOI,PL,CARAGUATATUBA,SP,162043.0
ANTONIO CARLOS MANGINI,PL,CABREÚVA,SP,161915.84
ROSA MARIA DE JESUS COLOMBO,PSD,PINHAIS,PR,161860.0
JOÃO FRANCISCO BATISTA DE ALBUQUERQUE,PSDB,AREIA,PB,161742.08
RAFAEL MUZZI DE MIRANDA,PP,CACHOEIRAS DE MACACU,RJ,161654.05
ADEMIR ANTÔNIO BOSCO,SOLIDARIEDADE,PAULÍNIA,SP,161443.91
ALBA REGINA JUNQUEIRA,PL,POUSO ALEGRE,MG,161020.0
JOÃO LUIZ LIMA SANTOS,PT,CAMPOS SALES,CE,160548.5
MARCIA REGINA DE OLIVEIRA,PSD,SÃO MANUEL,SP,160534.0
LUIS OTÁVIO BIAZOTO MASSA,PL,CRISTALINA,GO,160491.95
ALEXANDRO COSTA CESAR,UNIÃO,PIRAPORA,MG,160425.0
ALOÍSIO MIGUEL REBONATO,MDB,MACAÚBAS,BA,160277.16999999998
PAULO AUGUSTO VERONESE,UNIÃO,JUÍNA,MT,159921.34
RICARDO ALEXANDRE DE ALMEIDA BOCALON,PSB,JUNDIAÍ,SP,159900.0
WALTER MARIANO MESSIAS DE SOUZA,UNIÃO,CORRENTINA,BA,159765.7
CARLOS EDUARDO MOREIRA,NOVO,NIQUELÂNDIA,GO,159723.01
CYRO GARCIA,PSTU,RIO DE JANEIRO,RJ,159430.0
JOSE ILO ALVES DANTAS NETO,PT,IGUATU,CE,159336.22
RAFAEL LEMOS RODRIGUES,PP,TEIXEIRA DE FREITAS,BA,159000.0
ANTONIO COSTA SAMPAIO NETO,PSDB,BARBALHA,CE,158826.85
PEDRO ERMIRIO DE ALMEIDA FREITAS FILHO,PP,ALIANÇA,PE,158750.0
RUBENS AUGUSTO NADER,AVANTE,ITUMBIARA,GO,158729.69
LEOMIR CAMARGOS DOS SANTOS,PL,ANGELÂNDIA,MG,158567.65
ROGERIO OLIVEIRA DA CRUZ,SOLIDARIEDADE,GOIÂNIA,GO,158386.0
THIAGO DAROSS STEFANELLO,PP,CORBÉLIA,PR,158168.35
MAJORRI CERQUEIRA DA SILVA AQUINO SANTIAGO,MDB,FLORESTA DO ARAGUAIA,PA,158095.1
JOSE OTACI BARROSO DO NASCIMENTO,PP,ALTO ALEGRE,RR,157268.0
ANA FLÁVIA RIBEIRO MONTEIRO,PSB,ACARAÚ,CE,156922.55
MÁRCIO ANTONY DOMINGOS BOTELHO,PP,OLINDA,PE,156762.3
MAURICIO ROBERTO RIVABEM,PSD,CAMPO LARGO,PR,156583.8
VALDIR JOSE DA SILVA,MDB,FRANCO DA ROCHA,SP,154482.26
DEVALDO SOARES DE SOUZA,UNIÃO,SIMÕES FILHO,BA,154296.0
MARIA JOSÉ MAIA,PSD,LIMOEIRO DO NORTE,CE,154030.65
FLAVIO SALVIANO LIMA FILHO,MDB,VÁRZEA ALEGRE,CE,153293.05
HIGOR GABRIEL SANTOS COSTA,MDB,REDENÇÃO,PA,152868.0
PAULO SERGIO RODRIGUES TITAN,MDB,CASTANHAL,PA,152640.0
FILIPE PEREIRA GONÇALO DE SOUSA,MOBILIZA,PAÇO DO LUMIAR,MA,152409.06
MARCOS ROBÉRIO RIBEIRO MONTEIRO FILHO,PSB,ITAREMA,CE,152392.77
VITTOR MOALLYSON SANTOS DE MELO,UNIÃO,CAMPO GRANDE,RN,152129.0
EUGENIO JOSE ZULIANI,UNIÃO,OLÍMPIA,SP,151994.64
JOAO BATISTA SANTOS DA SILVA,UNIÃO,ITAPOROROCA,PB,151863.8
CLÁUDIA SILVA SANTOS OLIVEIRA,PSD,PORTO SEGURO,BA,151684.0
MARCELO DE SOUZA BRICK,PP,GASPAR,SC,151583.35
CRISTHIAN MESSIAS DE OLIVEIRA LIRA,PP,FEIRA GRANDE,AL,151505.42
INÁCIO FRANCO,PL,PARÁ DE MINAS,MG,151452.97
CARINE DANTAS DE MENEZES,AVANTE,APORÁ,BA,151250.0
CELIA MARIA VILELA TAVARES,PT,CARIACICA,ES,151173.0
RUBEM VIEIRA DE SOUZA,PODE,ITAGUAÍ,RJ,151055.33
WESLEY WANDERLEY DA COSTA GONÇALVES,PP,CHUPINGUAIA,RO,150752.0
EURÍPEDES JOSÉ DO CARMO,PODE,BELA VISTA DE GOIÁS,GO,150614.3
JOSÉ ANÍSIO ALMEIDA DE OLIVEIRA,UNIÃO,CONDE,BA,150450.0
MATHEUS ANTONIO LARA MAIA RESENDE,PP,SÃO JOAQUIM DE BICAS,MG,150405.38
ANDRÉ BRANDÃO DE ALMEIDA,MDB,MAR VERMELHO,AL,150200.93
ALAN AQUINO GUEDES DE MENDONCA,PP,DOURADOS,MS,150000.0
CARLOS ARTUR SOARES DE AVELLAR JUNIOR,PP,BARREIROS,PE,149680.0
THIAGO PEIXOTO DOS ANJOS,PL,TIJUCAS,SC,149644.0
JOSÉ MUNIZ FERREIRA NETO,AVANTE,IBIRATAIA,BA,149497.7
SEBASTIÃO SILVINO DE OLIVEIRA,MDB,VARJOTA,CE,149380.0
EUCLERIO DE AZEVEDO SAMPAIO JÚNIOR,MDB,CARIACICA,ES,148527.38
GERFESON GARCIA DE SOUSA,PSB,SÃO BENTO,PB,148250.0
EDVALDO CARDOZO SOARES,PP,TOMAR DO GERU,SE,148093.3
CARLOS EDUARDO NUNES ALVES,PSD,NATAL,RN,148010.43
PEDRO AFONSO FERNANDES FILHO,AVANTE,ITAMARANDIBA,MG,147787.3
ELIZABETE DE OLIVEIRA,MDB,BAÍA DA TRAIÇÃO,PB,147255.0
SERGIO ADRIANO GOMES DE ARRUDA,PP,CÁCERES,MT,147161.4
ELIAS NATAL LIMA DE MENEZES,PSDB,NEPOMUCENO,MG,146113.0
ROSANGELA VALENTIM DE JESUS,PC do B,SÃO FRANCISCO DO CONDE,BA,146001.5
BENILTON RODRIGUES FERREIRA,UNIÃO,RAFAEL FERNANDES,RN,146000.76
LUIZELTON BORGES DA SILVA,UNIÃO,ITINGA DO MARANHÃO,MA,146000.0
CHIARA RANIERI BASSETTO,UNIÃO,BAURU,SP,145888.2
LUCIANA SOUSA MACHADO RODRIGUES,UNIÃO,NOVA VIÇOSA,BA,145711.0
EDSON ALVES DE JESUS,PDT,SANTA MARIA DA BOA VISTA,PE,145300.0
BENJAMIM BILL VIEIRA DE SOUZA,PL,NOVA ODESSA,SP,145186.8
EDUARDO RIBEIRO BORGES,PP,ARAPORÃ,MG,144932.0
JOICE MARTINS SILVA QUIRINO,AGIR,BOM DESPACHO,MG,144535.6
LUIZ GUSTAVO BOTOGOSKI,PL,ARAUCÁRIA,PR,144479.0
LUCIMAR PEREIRA VIDAL DA COSTA,PL,SAQUAREMA,RJ,144220.91
CARLOS EDUARDO PEREIRA DA SILVA,REPUBLICANOS,CAMPOS DO JORDÃO,SP,144109.5
JOSE IVALDO BRANDÃO DE MORAIS,PL,MACAPARANA,PE,144037.0
JUNIOR ANTONIO DALPIAZ,REPUBLICANOS,ARIPUANÃ,MT,144035.0
SALVADOR JOSE BARBOSA JUNIOR,UNIÃO,IGUAPE,SP,143826.0
ORLANDO PIRES FRANKLIN,PL,SATUBINHA,MA,143825.0
ANTONIO DONIZETE FERREIRA,PSTU,SÃO JOSÉ DOS CAMPOS,SP,143766.0
RHAIZA REJANE NEME DE MATOS,PSDB,NAVIRAÍ,MS,143735.0
TELMA SANDRA AUGUSTO DE SOUZA,PT,SANTOS,SP,143584.4
DANIELLY COELHO TRABULSI NASCIMENTO,UNIÃO,SÃO ROBERTO,MA,143460.0
ELEONAI SOUZA COSTA,PT,NANUQUE,MG,143244.72
IVALDO MARCELO RIBEIRO PEREIRA,AVANTE,MIRANDA DO NORTE,MA,143000.0
LÁZARO DÉCIO FAGUNDES,AVANTE,FORMOSA,GO,142907.0
ANTONIO PEREIRA LEITAO,UNIÃO,CATUNDA,CE,142881.0
LÍDIA MARIA DE OLIVEIRA JORDÃO ROCHA DA CUNHA,PRD,ARAXÁ,MG,142585.1
MÁZIO BANDEIRA SOARES,PL,ALTAMIRA,PA,142462.08000000002
ELIZIANE FERREIRA COSTA LIMA,MDB,DELMIRO GOUVEIA,AL,142319.07
JOSE HERMANO DO NASCIMENTO NOGUEIRA,PT,PEREIRO,CE,142174.27
IMILIA DE SOUZA,PL,SAPUCAIA DO SUL,RS,141761.32
JOSELEIDE LÁZARO LUIZ DA SILVA,UNIÃO,PADRE BERNARDO,GO,141625.99
SADI LUCCA,PL,CORONEL FABRICIANO,MG,141427.13
MARCUS ALEXANDRE MEDICI AGUIR VIANA DA SILVA,MDB,RIO BRANCO,AC,141207.8
VALMIR DE MORAIS LIMA,MDB,CAMPESTRE DO MARANHÃO,MA,141200.0
FRANCISCO MANOEL FERREIRA FONTAN,PP,PAULO JACINTO,AL,141136.4
MIGUEL PINHEIRO NETO,MDB,ANGICOS,RN,141079.54
MARIA ALVES MUNIZ,MDB,ARARI,MA,140485.0
UBIRATANIA MARIA SANTANA,MDB,CARNEIROS,AL,140317.1
FLORIVALDO JOSE VIEIRA,PSD,CUMBE,SE,140170.0
LUIZ DA COSTA LEÃO,PT,BARCARENA,PA,140100.0
MANOEL VITAL,REPUBLICANOS,BOA VENTURA,PB,140080.0
ALEXANDRO FREITAS DE FIGUEIREDO,PDT,UIRAÚNA,PB,140000.0
